Princípio Ativo,Detentor Registro,Nome Comercial,Registro,Concentracao,FormaFarmaceutica,Data Inclusao Lista Referência,Data Atualização Bulário,Acesso Bulário
prednisolona,Cosmed,PREDSIM,178170789,40mg,com rev,28/07/2017,2024-08-19T08:53:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170789
prednisolona,Cosmed,PREDSIM,178170943,10mg,com rev,01/09/2023,2023-07-21T11:58:40.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=178170943
prednisolona,Aché,PRELONE,105730330,5mg,com,03/04/2017,2025-02-24T12:31:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730330
prednisolona,Aché,PRELONE,105730330,20mg,com,03/04/2017,2025-02-24T12:31:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730330
prednisolona,Aché,PRELONE,105730330,3mg/mL,sol or,28/07/2017,2025-02-24T12:31:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730330
prednisolona (acetato),Allergan,PRED FORT,101470006,10mg/mL,sus oft,12/11/2012,2023-05-04T16:21:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470006
prednisolona (acetato),Allergan,PRED MILD,101470006,"1,2mg/mL",sus oft,12/11/2012,2023-05-04T16:21:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101470006
prednisolona (fosfato sódico),Prati Donaduzzi,"FOSFATO SÓDICO DE
PREDNISOLONA",125680082,1mg/mL,sol or,26/10/2021,2021-09-02T14:34:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125680082
prednisona,Organon,METICORTEN,100290189,5mg,com,12/11/2012,2023-09-19T22:25:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290189
prednisona,Organon,METICORTEN,100290189,20mg,com,12/11/2012,2023-09-19T22:25:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290189
pregabalina,Aché,DORENE TABS,105730464,75mg,com,29/11/2017,2024-04-09T15:47:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730464
pregabalina,Aché,DORENE TABS,105730464,150mg,com,29/11/2017,2024-04-09T15:47:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730464
pregabalina,Aché,DORENE LÍQUIDO,105730794,25mg/mL,sol,09/12/2022,2022-09-19T17:15:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730794
pregabalina,EMS S/A,KONDUZ,102351332,35mg,cap dura,16/10/2020,2025-05-23T11:02:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102351332
pregabalina,Upjohn Brasil,LYRICA,115350004,25mg,cap dura,03/04/2017,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350004
pregabalina,Upjohn Brasil,LYRICA,115350004,75mg,cap dura,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350004
pregabalina,Upjohn Brasil,LYRICA,115350004,150mg,cap dura,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=115350004
pregabalina,Adium,PREBICTAL,122140092,50mg,cap dura,30/11/2015,2024-04-26T10:46:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140092
pregabalina,Adium,PREBICTAL,122140092,100mg,cap dura,13/04/2018,2024-04-26T10:46:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=122140092
primaquina (difosfato),Fundação Oswaldo Cruz,FARMANGUINHOS PRIMAQUINA,110630152,5mg,com,14/04/2023,2024-12-17T16:31:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110630152
primaquina (difosfato),Fundação Oswaldo Cruz,FARMANGUINHOS PRIMAQUINA,110630152,15mg,com,16/10/2020,2024-12-17T16:31:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110630152
progesterona,Merck S/A,CRINONE,100890365,80mg/g,gel vag,12/11/2012,2021-05-24T16:44:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100890365
progesterona,Besins Healthcare,UTROGESTAN,187590001,100mg,cap mole,12/11/2012,2025-04-30T13:51:42.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=187590001
progesterona,Besins Healthcare,UTROGESTAN,187590001,200mg,cap mole,12/11/2012,2025-04-30T13:51:42.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=187590001
promestrieno,Eurofarma,ANTROFI,100431093,10mg/g,crem vag,31/07/2019,2022-11-11T13:21:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100431093
promestrieno,Farma Vision,COLPOTROFINE,174650007,10mg,cap mole,12/11/2012,2024-03-06T09:30:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=174650007
prometazina,Opella Healthcare,CREMEFENERGAN,186200003,20 mg/g,crem derm,12/11/2012,2025-02-19T09:09:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=186200003
prometazina (cloridrato),Sanofi Medley,FENERGAN,183260358,25mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260358
prometazina (cloridrato),Sanofi Medley,FENERGAN,183260358,25mg/mL,sol inj,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260358
propafenona (cloridrato),Abbott,RITMONORM,105530309,300 mg,com rev,12/11/2012,2025-02-20T08:40:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105530309
propafenona (cloridrato),Libbs,VATIS,100330184,150mg,com rev,31/07/2019,2025-04-10T16:52:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330184
propatilnitrato,Farmoquímica S/A,SUSTRATE,103900182,10mg,com,12/11/2012,2024-05-23T13:29:24.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103900182
propiltiouracila,Biolab Sanus,PROPILRACIL,109740013,100 mg,com,26/09/2018,2021-04-19T10:24:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740013
propofol,Aspen Pharma,DIPRIVAN,137640155,10mg/mL,emul inj,12/11/2012,2024-05-22T16:35:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640155
propofol,Aspen Pharma,DIPRIVAN,137640155,20mg/mL,emul inj,12/11/2012,2024-05-22T16:35:31.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640155
propranolol (cloridrato),Vitamedic,AMPRAX,103920147,40mg,com,19/01/2018,2025-04-22T11:03:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103920147
propranolol (cloridrato),Vitamedic,AMPRAX,103920147,80mg,com,15/06/2018,2025-04-22T11:03:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=103920147
proprionato de halobetasol,Glenmark,HALOBEX,110130267,"0,5mg/g",crem derm,22/01/2013,2024-05-28T10:52:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110130267
prucaloprida,Bagó do Brasil,RESOLOR,156260033,1mg,com rev,01/07/2014,2024-09-11T08:49:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260033
prucaloprida,Bagó do Brasil,RESOLOR,156260033,2 mg,com rev,01/07/2014,2024-09-11T08:49:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260033
quetiapina (hemifumarato),Cristália,QUETIPIN SO,102980596,"12,5mg",po sus,15/05/2025,2025-02-10T16:04:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980596
quetiapina (hemifumarato),Cristália,QUETIPIN SO,102980596,25mg,po sus,15/05/2025,2025-02-10T16:04:36.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980596
quetiapina (hemifumarato),Astrazeneca,SEROQUEL,116180232,25mg,com rev,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL,116180232,100mg,com rev,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL,116180232,200mg,com rev,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL,116180232,300mg,com rev,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL XRO,116180232,50mg,com rev lib prol,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL XRO,116180232,200mg,com rev lib prol,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
quetiapina (hemifumarato),Astrazeneca,SEROQUEL XRO,116180232,200mg,com rev lib prol,12/11/2012,2025-05-08T10:46:47.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180232
racecadotrila,Laboratórios Bagó,TIORFAN,156260002,100mg,cap dura,12/11/2012,2024-05-24T12:15:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260002
racecadotrila,Laboratórios Bagó,TIORFAN,156260002,10mg,granulado,12/11/2012,2024-05-24T12:15:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260002
racecadotrila,Laboratórios Bagó,TIORFAN,156260002,30mg,granulado,12/11/2012,2024-05-24T12:15:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=156260002
raloxifeno (cloridrato),Eli Lilly,EVISTA,112600070,60mg,com rev,12/11/2012,2025-05-14T15:25:46.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112600070
raltegravir potássico,Merck Sharp & Dohme,ISENTRESS,101710222,400mg,com rev,30/04/2013,2023-12-07T14:12:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101710222
ramelteona,Takeda,ROZEREM,106390275,8mg,com rev,15/02/2019,2023-06-29T09:32:44.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=106390275
ramipril,Libbs,NAPRIX,100330086,"2,5mg",com,03/03/2020,2025-05-19T10:05:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330086
ramipril,Libbs,NAPRIX,100330086,5mg,com,03/03/2020,2025-05-19T10:05:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330086
ramipril,Libbs,NAPRIX,100330086,10mg,com,13/01/2017,2025-05-19T10:05:27.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100330086
ranelato de estrôncio,Servier,PROTOS,112780070,2g/30mL,pó gran sus or,23/09/2014,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112780070
ranitidina (cloridrato),Aché,LABEL GOTAS,105730437,40mg/mL,sol or,12/04/2018,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730437
ranolazina,Biolab Sanus,RISCARD,109740232,500mg,com rev lib prol,15/06/2018,2022-04-05T16:48:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740232
ranolazina,Biolab Sanus,RISCARD,109740232,1000mg,com rev lib prol,15/06/2018,2022-04-05T16:48:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740232
rasagilina (mesilato),Teva Farmacêutica,AZILECT,155730033,1mg,com,02/03/2017,2023-05-31T16:45:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=155730033
regorafenibe,Bayer,STIVARGA,170560108,40mg,com rev,07/12/2020,2022-09-21T14:56:35.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560108
remifentanila (cloridrato),Aspen Pharma,ULTIVA,137640167,"1,0 mg",po liof sol inj,12/11/2012,2023-08-22T14:15:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640167
remifentanila (cloridrato),Aspen Pharma,ULTIVA,137640167,"2,0mg",po liof sol inj,12/11/2012,2023-08-22T14:15:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640167
remifentanila (cloridrato),Aspen Pharma,ULTIVA,137640167,"5,0 mg",po liof sol inj,12/11/2012,2023-08-22T14:15:41.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640167
rendesivir,Gilead,VEKLURY,109290011,100mg,po liof sol infus,04/08/2023,2024-07-03T09:22:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109290011
repaglinida,Glenmark,POSPRAND,110130256,"0,5 mg",com,30/10/2018,2018-05-11T16:17:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110130256
repaglinida,Glenmark,POSPRAND,110130256,1 mg,com,30/10/2018,2018-05-11T16:17:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110130256
repaglinida,Glenmark,POSPRAND,110130256,2 mg,com,30/10/2018,2018-05-11T16:17:00.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110130256
ribociclibe (succinato),Novartis Biociências,KISQALI,100681157,200mg,com rev,18/02/2022,2024-01-24T14:33:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681157
rifamicina sv sódica,Sanofi Medley,RIFOCINA,183260406,10mg/mL,sol derm,12/11/2012,2024-09-06T14:58:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260406
rifampicina,Furp,FURP-RIFAMPICINA,110390016,20mg/ml,sus or,30/04/2013,2025-05-28T16:55:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=110390016
rifampicina,Sanofi Medley,RIFALDIN,183260374,300mg,cap dura,30/04/2013,2025-03-20T18:04:37.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260374
rifaximina,Biolab Sanus,XIFAXAN,109740276,550mg,com rev,28/11/2019,2021-04-09T14:04:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=109740276
riociguate,Bayer S/A,ADEMPAS,170560107,"0,5mg",com rev,14/04/2025,2022-10-25T13:59:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560107
riociguate,Bayer S/A,ADEMPAS,170560107,"1,0mg",com rev,14/04/2025,2022-10-25T13:59:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560107
riociguate,Bayer S/A,ADEMPAS,170560107,"1,5mg",com rev,14/04/2025,2022-10-25T13:59:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560107
riociguate,Bayer S/A,ADEMPAS,170560107,"2,0mg",com rev,14/04/2025,2022-10-25T13:59:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560107
riociguate,Bayer S/A,ADEMPAS,170560107,"2,5mg",com rev,14/04/2025,2022-10-25T13:59:16.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560107
risedronato sódico,Farma Vision,ACTONEL,174650009,150mg,com rev,12/11/2012,2024-07-24T07:31:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=174650009
risedronato sódico,Farma Vision,ACTONEL,174650009,35mg,com rev lib retard,25/05/2016,2024-07-24T07:31:25.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=174650009
risperidona,Janssen-Cilag,RISPERDAL,112360031,1 mg/mL,sol or,12/11/2012,2024-12-20T12:23:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360031
risperidona,Janssen-Cilag,RISPERDAL,112360031,500 µg,com rev,12/11/2012,2024-12-20T12:23:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360031
risperidona,Janssen-Cilag,RISPERDAL,112360031,1 mg,com rev,12/11/2012,2024-12-20T12:23:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360031
risperidona,Janssen-Cilag,RISPERDAL,112360031,2 mg,com rev,12/11/2012,2024-12-20T12:23:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360031
risperidona,Janssen-Cilag,RISPERDAL,112360031,3 mg,com rev,12/11/2012,2024-12-20T12:23:52.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=112360031
ritonavir,Cristália,RITONAVIR,102980437,100mg,com rev,05/01/2024,2021-04-07T17:03:32.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980437
rivaroxabana,Bayer,XARELTO,170560048,"2,5mg",com rev,07/04/2020,2025-04-23T09:23:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560048
rivaroxabana,Bayer,XARELTO,170560048,10mg,com rev,13/09/2013,2025-04-23T09:23:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560048
rivaroxabana,Bayer,XARELTO,170560048,15mg,com rev,13/09/2013,2025-04-23T09:23:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560048
rivaroxabana,Bayer,XARELTO,170560048,20mg,com rev,13/09/2013,2025-04-23T09:23:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=170560048
rivastigmina,United Medical,EXELON,125760034,"9,0mg (4,6mg/24h)",ades,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina,United Medical,EXELON,125760034,"18mg (9,5mg/24h)",ades,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina,United Medical,EXELON,125760034,"27mg (13,3mg/24h)",ades,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina (hemitartarato),United Medical,EXELON,125760034,2 mg/mL,sol or,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina (hemitartarato),United Medical,EXELON,125760034,"1,5mg",cap dura,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina (hemitartarato),United Medical,EXELON,125760034,"3,0mg",cap dura,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina (hemitartarato),United Medical,EXELON,125760034,"4,5mg",cap dura,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rivastigmina (hemitartarato),United Medical,EXELON,125760034,"6,0mg",cap dura,12/11/2012,2025-05-12T17:09:23.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125760034
rizatriptano (benzoato),Organon,MAXALT,100290014,10mg,com,12/11/2012,2022-06-21T17:27:12.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100290014
rocurônio (brometo),Merck Sharp & Dohme,ESMERON,101710096,10mg/mL,sol inj,12/11/2012,2025-01-08T12:05:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101710096
roflumilaste,Astrazeneca,DAXAS,116180263,500mcg,com rev,30/08/2017,2025-02-26T16:08:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180263
ropivacaína (cloridrato),Aspen Pharma,NAROPIN,137640157,"2,0mg/mL",sol inj,12/11/2012,2025-05-22T10:10:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640157
ropivacaína (cloridrato),Aspen Pharma,NAROPIN,137640157,"7,5mg/mL",sol inj,12/11/2012,2025-05-22T10:10:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640157
ropivacaína (cloridrato),Aspen Pharma,NAROPIN,137640157,10mg/mL,sol inj,12/11/2012,2025-05-22T10:10:48.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=137640157
ropivacaína (cloridrato),Cristália,ROPI BOLSA,102980555,2mg/mL,sol infus,08/07/2022,2021-06-22T09:59:18.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980555
rosuvastatina cálcica,Astrazeneca,CRESTOR,116180200,"5,0mg",com rev,12/11/2012,2024-04-11T18:38:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180200
rosuvastatina cálcica,Astrazeneca,CRESTOR,116180200,"10,0mg",com rev,05/11/2013,2024-04-11T18:38:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180200
rosuvastatina cálcica,Astrazeneca,CRESTOR,116180200,20mg,com rev,13/11/2012,2024-04-11T18:38:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180200
rosuvastatina cálcica,Astrazeneca,CRESTOR,116180200,40mg,com rev,14/11/2012,2024-04-11T18:38:17.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180200
rotigotina,Ucb Biopharma,NEUPRO,123610082,"4,5mg",ades transd,31/10/2019,2024-07-31T19:21:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610082
rotigotina,Ucb Biopharma,NEUPRO,123610082,9mg,ades transd,31/10/2019,2024-07-31T19:21:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610082
rotigotina,Ucb Biopharma,NEUPRO,123610082,"13,5mg",ades transd,31/10/2019,2024-07-31T19:21:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610082
rotigotina,Ucb Biopharma,NEUPRO,123610082,18mg,ades transd,31/10/2019,2024-07-31T19:21:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=123610082
ruxolitinibe (fosfato),Novartis Biociências,JAKAVI,100681121,5mg,com,31/10/2019,2024-07-10T10:28:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681121
ruxolitinibe (fosfato),Novartis Biociências,JAKAVI,100681121,10mg,com,06/05/2022,2024-07-10T10:28:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681121
ruxolitinibe (fosfato),Novartis Biociências,JAKAVI,100681121,15mg,com,31/10/2019,2024-07-10T10:28:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681121
ruxolitinibe (fosfato),Novartis Biociências,JAKAVI,100681121,20mg,com,31/10/2019,2024-07-10T10:28:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100681121
sacubitril valsartana sódica hidratada,Novartis Biociências,ENTRESTO,10681141,50mg,com rev,07/04/2020,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=10681141
sacubitril valsartana sódica hidratada,Novartis Biociências,ENTRESTO,10681141,100mg,com rev,07/04/2020,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=10681141
sacubitril valsartana sódica hidratada,Novartis Biociências,ENTRESTO,10681141,200mg,com rev,07/04/2020,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=10681141
safinamida (mesilato),Zambon,XADAGO,100849956,50mg,com rev,06/08/2021,2024-12-10T11:17:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100849956
safinamida (mesilato),Zambon,XADAGO,100849957,100mg,com rev,06/08/2021,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=100849957
salbutamol (sulfato),Glaxosmithkline,AEROLIN,101070226,5mg/ml,sol inal,23/09/2014,2025-01-30T17:08:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070226
salbutamol (sulfato),Glaxosmithkline,AEROLIN,101070226,100 µg/dose,sus aer,12/11/2012,2025-01-30T17:08:22.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=101070226
sapropterina (dicloridrato),Biomarin,KUVAN,173330004,100mg,com sus,27/06/2017,2020-11-25T13:38:53.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=173330004
saquinavir,Cristália,SVIR,102980309,200mg,cap mole,30/04/2013,2017-05-23T16:29:26.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=102980309
saxagliptina (cloridrato),Astrazeneca,ONGLYZA,116180261,5mg,com rev,12/11/2012,2025-05-22T10:52:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180261
saxagliptina (cloridrato),Astrazeneca,ONGLYZA,116180261,"2,5mg",com rev,13/11/2012,2025-05-22T10:52:08.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180261
secnidazol,Sanofi Medley,SECNIDAL,183260440,1000mg,com rev,12/11/2012,2024-12-17T14:19:21.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260440
secnidazol,Prati Donaduzzi,SECNIDAZOL,125680172,500mg,com rev,23/07/2013,2025-03-17T17:10:39.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=125680172
selumetinibe (sulfato),Astrazeneca,KOSELUGO,116180285,10mg,cap dura,30/12/2021,2025-05-13T16:44:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180285
selumetinibe (sulfato),Astrazeneca,KOSELUGO,116180285,25mg,cap dura,30/12/2021,2025-05-13T16:44:58.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=116180285
sertralina (cloridrato),Aché,TOLREST,105730593,25 mg,com rev,12/11/2012,2025-02-24T12:24:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730593
sertralina (cloridrato),Aché,TOLREST,105730593,75mg,com rev,12/11/2012,2025-02-24T12:24:55.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=105730593
sertralina (cloridrato),Mylan,ZOLOFT,188300078,50mg,com rev,12/11/2012,2025-02-25T18:02:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=188300078
sertralina (cloridrato),Mylan,ZOLOFT,188300078,100mg,com rev,12/11/2012,2025-02-25T18:02:34.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=188300078
sevelamer (cloridrato),Sanofi Medley,RENAGEL,183260445,800mg,com rev,12/11/2012,,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=183260445
sevoflurano,União Química,VOFLUR,104971420,1mL/mL,sol inal,16/10/2020,2025-04-07T16:49:06.000-0300,https://consultas.anvisa.gov.br/#/bulario/q/?numeroRegistro=104971420
