Detentor do registro,cnpj,Produto,Registro,Processo,Data Atualização Bulário,Inclusão na Plataforma,idBulaPacienteProtegido,idBulaProfissionalProtegido
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,aciclovir,154230053,25351337767200555,06/06/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTkyNyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.1gBYdyltROrJMzJWAEZvGuKNxN_lyjAZi4MoEQDKwVeOzJmyY6YXiVSJU0WQO56jsqA1dF0Wr2U7uZG_By8Jtg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTkyOCIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.j7gY1oBVU6fxkTy33CnNOkIi32vdwjvcn5g6Azgqa5Udx6DG3Ug4MBg530z6vtut1Mnce8yWPvfsFH1RGHf9eQ
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,maleato de dexclorfeniramina,154230051,25351267810200516,06/06/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTc4OSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.8LmbHI4TMkXFgBNAJDuUkql9jI1Spu8BbJbxrlOoKXvZc_cRrbFS1OOaB8mzivJN32XJlquNFXz39FlQ-P-ulw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTgwMCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.25kAxTvwzlvJzPaOLq-b2oC_2Q_-6Jxm5JX2VfdGzODS8MqdUjzygPGEBmSL4_lysSmfWSHwMQRQpqnYQeNg6A
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,tioconazol + tinidazol,154230084,25351018880200704,06/06/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTg1MCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.ltX8fjTIJLQKSgjfSP_Kidi_TrINXs4vmpzFCLYcyGnEC5_RERYcetXhQykEpHoS4q0SSi87DTZJvJZDv7FAag,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY2OTg1MyIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.bBmA50T--mO-irZeU9UC9Sn-cUuPPQXfDPnF5LPkIB-fs3A5krZjXORe7vpMAMdMmupzokxhuIQDBBUTYO9vmg
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,ULTIDIN,154230035,25351013246200343,23/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY1MjQ0NSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.9ldSTlWniWv9pXalwtUn_Gg78i5BolEQ-rMZUT_Xpv2rZfOw5jemXgMsLC3RhhYI2BL17Wl2kBQPkk4Vff7s-g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY1MjQ1NCIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.4wRm9H-aclc1spo3n9stP6bD873jkQpEWt5AE12r3M9VDtzfPwwSWBV4jJfpJC2Ow5-1cUrCYU9AQnAFqCN0mg
VOLPHARMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES E FARMACÊUTICOS LTDA,14665928000108,CLORIDRATO DE DEXMEDETOMIDINA,193570001,25351817667201695,22/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY0OTk5MSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.cu23Sz8CqjTlZEJFJIgIs2d-l8ww4n8K-ZrhokC3UHV6EFsOO5PduUx7DDDv8s9z9uAlBrP6qwbFhVjS5AEepw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY1MDAxOCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.xGlgMPJCFQ-kHthtnWxgrB68UITqzlnT4WbD6WTz6Yd_qucioYu31wdzv4ERgPjr5C46ae6EVX8sXLoz9FdTCw
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA,04301884000175,losartana potássica,151670044,25351646566201080,16/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY0MTE0NCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.0VpGI2HeS9kHr2p0dpiCl6IkznzUu5lZLaKpLc2K8BZgpyeH7fiiMFmwBszGUdArHoLGjEqTjuU8Mp9cETgviw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDY0MTE0NSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.HQcogCXfTE0ft9ePG4sYrCd6wAUG-nS5TxOpYDzezr8gbtRwfAPjzenkl_QyaHHZrytRx9TJVNhVWFyxFo5Z8Q
LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,61282661000141,FLUORURACILA,106460177,25351317479200827,14/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzODExMCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.Zas7_iGPIhO7YItBEc6tsBsn23SdO9rPTiqmaFf-pzLyAkKRZ9pFnBPg9zDPiLQp8yRCIseF2IYWNPyIY_KS3g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzODExMSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.vDsZ43ztsZQQAjd8B2JO7U37L31-DYF577iyJJYtzymjNu3OC_0jqqL0xqjjxRjZ4WdV6gTU6wAKwqFSU8m-sg
GLENMARK FARMACÊUTICA LTDA,44363661000157,POSPRAND,110130256,25351253428200789,11/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzNzQyNCIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.lRsYvlWC5ZBE5oVCclG-Ix4nGteUrLBBUfPoIsS-KScVgZIO1LlM_2_KuDsbv6cao1Glxl-YGN3nB5S3VGeW5g,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzNzQyNSIsIm5iZiI6MTc0ODg2MzI5NSwiZXhwIjoxNzQ4ODYzNTk1fQ.IRdy-ypiPO7KHo4gkdDfUeq8L8KMBzf4Hi9paGXFpof3N63FlmuGUXcNNrgoSGYsqxWf_j9ussi2-NTW9HYzbw
COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,61082426000207,ESTOMAZIL PASTILHAS,178170094,25351667684201057,04/05/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzMDI0NSIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.XR7xnCO7zfbU_LgVuKVl5cBZuIWTeewJrl9M-jzrljYWzS_KKIK507EXhdeBQ7VJGoJJQPWWvCb6iHkaguakhQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYzMDI0NiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.jw_Zs2SBaVA8EIXunzHsTQQbhMV2lTNDMT3PQf6goau3OKvtrsMj9sV5NYBQyvcTh8FYV98sieOEgHRglvHXVw
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,CLORIDRATO DE LINCOMICINA,155840288,25351541383201102,27/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYyMDIwNiIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.65s03aWYkv3d4cLJqViGR1OQDSy3lBrVEzPO3HJyIIDqDMHCetYe_B2rMfKbFB8Z6JZyKyq83GBI28wc4R9HvA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYyMDIwOSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.KOSh15F8366GyoV98B7eeqR0YePtXAfks8BMOepsRvlcDomGevNHOnp9pVhOCowb37SxgvHF-ZWh_u461pjPtg
RANBAXY FARMACÊUTICA LTDA,73663650000190,GABAPENTINA,123520141,25351013513200382,26/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYxMTAwMiIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.kS87vxW0RXQxIydsbtNJWPSincsEz3qq6_RXNRF00GuGKjwmBAL_1BBG6a1RaJ0cI_TDnRH9FzkaOkDEozh6Wg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYxMTAwNCIsIm5iZiI6MTc0ODg2MzI4MSwiZXhwIjoxNzQ4ODYzNTgxfQ.YcmbrhK87X4OlM70rEREL5kXvcnU1rvKDs4PXadgPFAXaPNMQ40V2ahu1ulk2eaA7EVL7mCeSgAGK29l-tq7OA
RANBAXY FARMACÊUTICA LTDA,73663650000190,GLIBENCLAMIDA,123520106,25351165109200211,26/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYxMDg4NiIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.IGzB-pJp777du5udLzGBn_WRhoqMb3_bM9Po2umnpSQPgMhbudDzS4QznQ1CwhBK7vfTFqCudVTzXWvHVzGd3w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYxMDg4NyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.xGv2YYTTSICtyJ1dLQu8rAQE-QV45KNFmd8K5a4rJn0uX3YWJhVthxHC_x2uQEdi39Q5GaQQe2qY9twhvkbWnQ
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,Ibuprofeno,154230133,25351208544200824,25/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYwNDc0MiIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.lskAt1V2D3jSYc-oyPEKPPtMzgtP53RXwic7xeLxoTaVUjTeF33VLFB5DAOpWLLTYl_lBnSCCt_-vFSAHB0Vlg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYwNDc3MiIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.RmY0tMCMZM2OBQs76ucG08vrmtNXYOi_4uT4e3iQwOkpgcY3SgCFlWCLt4ETnzw9yqR8chQbQoWqGZEr5foP0w
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA,154230126,25351388783200778,25/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYwNTE1MSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.pEo16wlGeYYMswqT66_RpITxurWM9-tL5GUHhiQMcqdk4crbiK2bSErr7EbiJi_QzCXx-gL9wiyNH6pQIyMk1Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDYwNTE1MyIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.6kExVoG_itzKJu1I8mkueuDx7MJBkJWwyOlAWDelWiqpnRZO3F2neCnVp4knbLDZvyc2THYFGkWeROwmCcWU2w
BLAU FARMACÊUTICA S.A.,58430828000160,ALFAEPOETINA,116370059,25351195167200261,24/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzOTU0MjkwIiwibmJmIjoxNzQ4ODYzMjcwLCJleHAiOjE3NDg4NjM1NzB9.K8SBhBJz0c2cEjY01Eg2Y5diJcAtBlNKR23lOKWdE_4L7KUkFpE-rIZidOuu07ooSaLzRvGr20TI4Voyqt_cVA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIzOTU0MjkxIiwibmJmIjoxNzQ4ODYzMjcwLCJleHAiOjE3NDg4NjM1NzB9.fTE8-CFVltyVFGgH8_I5sKNYpR67em8OUbcNbhxqkjgjOq-yDo1X1iksjJ4MgUbOEeqzfomCCCQU9umxct9zWQ
VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,30222814000131,SEDALIVE,103920090,250000163869951,17/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU4NDY0MSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.IYNjAwdjkYAiD-mPxHMNmRqBtoLO3YVcyzsl2exvLW5j0V1sQE7nkBov8-33_XHz8r44BABBw4yLrnPEPVD1JA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU4NDY1OCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.0Mu-mUcJ1Lw9O5p6xigg7SpOcQkW6gedli0GEi6sqZZL2ivhbVa1FFnAe2viX2FXgocJCgPZVVJScxgtrAl8tg
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,ACEBROFILINA,154230123,25351120208200770,09/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU3NDk5OSIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.swHmK4TPXqOQmP2U-dET_WffPiPwfIx-eoP6O5V-mhzAzCCVGg3_P15OzvuJrvBVD73NfQSmRx0fd28sz4MmbA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU3NTAwMCIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.ZKmXQLbiHsuKWKejyfq2cmUCitodsR3nLd31HYIElbjmrO0l3Cfjdo5YTBHGRpA3HBqClP8U5jsHGMMNxTuZig
NATIVITA IND. COM. LTDA.,65271900000119,TILENATI,147610028,25351041253200987,05/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU2OTQyOCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.O_fn201BRmT57EbxkgXghOuzXP7rZkgzFLT_cN_gyzdq9SCri8z3JNCFfvg6PamAx4c1srjGfJXj0lfBRm_mFw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU2OTQyOSIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.247dmFwbYm80DeMc4f1gp5o-64UIqT9CP_bNT8EEWKA8itT93iFOKpO-19WebD3FHXmxT9Rp-MAF-1npWZERoA
INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO,01541283000141,DIPIRONA SODICA,108840324,250000105099634,04/04/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU2NzY5OSIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.juPQANlE-uDJ1nInJdwL3CIeUcZDVAK4UJtQCGLkk534lVA-L9YPviAG60wnOaD_vLlh-VJCcFM2JBrSTNRGTw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU2NzcwMCIsIm5iZiI6MTc0ODg2MzI3NywiZXhwIjoxNzQ4ODYzNTc3fQ.9dnFtY6ur5MKPjwh-8YHvpkT6I79wzgH72UnFlytIs-PRd8ByAKr7IiVTwxkfH3En3HVDguaIvh8hgkNzOUMAw
CIMED INDUSTRIA S.A,02814497000107,acetato de dexametasona,143810145,25351872881200877,29/03/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU1OTU4MiIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.hqWGMn92Fa0Tww_6Df6ayNOiMDj2DaRiclxGf8w55wLq_BTgrTDPa-7qf_Se9HjiFCo4wAZFzTLHUAYv7O5yOQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDU1OTU4MyIsIm5iZiI6MTc0ODg2MzI3MCwiZXhwIjoxNzQ4ODYzNTcwfQ.hUi0RCKbMte6wbrU_xy1tXmT5D8BsOZ7K32hrV_3WXhT6bYob-9TdduB8aWgLafEp01cDPXLRSEejsDQCcnQ0A
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,BRONTEK,154230116,25351149035200771,20/03/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUzOTgzMiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.v729QLdPSF06nSC73OCKgiYx-DuTv312HRW1P4t7Ov1UOVMrRWXlXVahd66RFD_AHN5xchtnlwjqzP2kYkLLWw,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUzOTgxNyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.qlXK_E2etNN49X5li2Pm1Bt3d1x_hY85znJslNWec87duW2qXDNHgPWVvDovSkNRbqftpCakCb_nyMM85BWi8g
PANAMERICAN MEDICAL SUPPLY SUPRIMENTOS MÉDICOS LTDA,01329816000126,KAMRHO-D,131360004,253510388830190,07/03/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUyMTEyOSIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.VxvwUrR5GSHF0BxkXhWaxy6FGAR0lar1KrHrKDKZo4KSxMOgIhKVsWUDPD34QUsVSmzxVR-vDhDJFWS8VdYbOQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUyMTEyNiIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.36WeGT4uUyLZMcygR035EkB-E08GN7YgbrbW_2BGpND_fhtEcl2tjCTBEqt4WVhL5nbSKdIo_btAhGIBnfOAfQ
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,CETOCONAZOL,155840513,25351416523201429,06/03/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUxOTE5OSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.sswh4wcsrRFjUxaDb1xlZi0PkkQ-PxI2GMMw_EQGVS7DBPpHtrCzRrzV6UMQekEdSowppy3i4ptm5_vo4ikswQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDUxOTIwMCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.WwLJ44PHy7hEbFEJOMjHp6Kzp91erFSZxvVSuUgU87k4JDhGl9CjZ8moe_xjUjQN7PHi64WHYhAumTbnA23BqQ
GEOLAB INDÚSTRIA FARMACÊUTICA S/A,03485572000104,CLIOQDERM,154230257,25351518484201665,23/02/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ5ODQyMyIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.i1kz2ZUq8l3y9rMS_UJY5Ojzy-h7AgzCvJyGiRjNHTtdqQVQjTz4vKAihZH3c7AXyxT1MpFUdbUg7U_0cnq28Q,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ5ODQyNCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.qB_OeUS0VWqiwtHQmbcpEtN_aU_TmZWTaDPFNZp5j4iNUpKUBX3quvbFq5sYmNbQ_nTTJzoOv7Q_DQZV4SpW3Q
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,GINKOTAB,155840408,25351535170201255,21/02/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ5MDQ1NyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.Vgb815YYqKd3aoPVNs9ue3ShcaXv8cvvgDSFJwzX8VWS34WXFBPldjBz9yCpdpn5K95D5191Bo-VYKeTTIz6Pg,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ5MDQ1OCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.s8HkoXFlA9t7be9nMyFHwXwiUpHRVuytht2SHZNEFRi3Xdg1cGfU0x7rg_0UXyS2XEqaYCO69fwvc8_zIWrT_A
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,maleato de dexclorfeniramina,155840324,25351538620201197,21/02/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ4OTc4MCIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.OfQYR_FfCTJU_j3JNCHRAJ7AiN5n7TdnUptzpQiAJ_Ea4mNZZK85l2zV37cIVF_fzeZiVQfsORkLzqVc8PhUOQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ4OTc4MSIsIm5iZiI6MTc0ODg2MzI4NywiZXhwIjoxNzQ4ODYzNTg3fQ.w7Qd45kHD3z8OKtJVJYOLkcymREhpZkpKDs2jMf6EbGEjsywayVOSEo_Yc4GELgjaHa08jw0fRGWN1F5LmWAEw
SUN FARMACÊUTICA DO BRASIL LTDA,05035244000123,RILUZOL,146820031,25351703208201014,20/02/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ4MDY2NiIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.-HQaK6vbLLZ6Y1vY1ILqUW4rSgmNQPJzX3FgtiPclPakVH7IqKotQK39HimgkG1qNlIWc5oJzBXDhbNebrBFQA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ4MDY3MCIsIm5iZiI6MTc0ODg2MzI5MywiZXhwIjoxNzQ4ODYzNTkzfQ.-WaKpzEJUfDKgEFcoTci72a20FLk8IBYvPblkkTqDrwI0QuDOI2oICYIKLwnFYlWme2TCXDzn6m_CqO5DrTlSg
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,CARBAMAZEPINA,155840066,25351534961201173,30/01/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1Nzk2NCIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.01wQs84hwPepwJ_mjUh-_33QkYjp4HWGYCaT2m2EUnDYbbZfe6ijoLPhyYNGkD3nPb_7equ_q4B96n6m6KUarQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1Nzk2NSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.iulD09VwsEoi-m4_0pjjP-tUMmp_rBQg-dpvu2Oxg_CejlG5SyKQwYOQ3d4gU_zqs2k_x6BO6l2vdE06xxbInA
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,SVUDIN,102980233,250000098869964,30/01/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1NzYzMSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.cCWZpTVUo1JQddRAcxF6Q0fs3hbciCvuEunf0y8nYUzVq4IZFN33zVChIMYc-SQgIleKtZGZWfpoe8B2Lehx3w,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1NzYzMiIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.zuFb9xhN8_sfxL9MNErb548M2ad0RBKYtNGHpGzbAZrHmZgl6b80qFVE_BWrrRJIOa7Sc12MNrlMvm9OJr_mZQ
BIONATUS LABORATÓRIO BOTÂNICO LTDA,68032192000151,HYPERATIV,120090007,250000223969728,29/01/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1MDY2OCIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.yDZprDZwTv41Yr_830oAH-s_Bbb972P_ErEXOMOjZubRMsHlVmtmlkLb-un9Mmf43E4-yGjqfvYuaTiSZiKC8A,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQ1MDY3MyIsIm5iZiI6MTc0ODg2MzI4NCwiZXhwIjoxNzQ4ODYzNTg0fQ.-2uYgeXF5QOr8pDXCvq6DP3J6AXGa11_-BNlJZKO3PWcQg2WmOsl7NssjB_n-lmjA57oAsDHw6tBm7e4x55Ncw
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,44734671000151,NITRATO DE ISOCONAZOL,102980282,253510152760198,11/01/2018,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQxODM3NSIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.fswXzfw4Wl49uEzGgzMys2_0PVHqqb-EZD6z-yGHqnn_JWidsnEm8Ep3wxR9bh1ZWsXOpriz3vFtJfqGsncyXQ,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQxODM3NiIsIm5iZiI6MTc0ODg2MzI5MCwiZXhwIjoxNzQ4ODYzNTkwfQ.JcXV7cltPNFL1Eg8cYh588XrMtOLgviKKsC907PrWZZHHNk-feccVQP8jTS0w_saLvjSgTNgKP_myALuErSn4w
BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,05161069000110,CETONEO,155840263,25351556000201137,27/12/2017,02/06/2025,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQwNzEzNiIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.x7vhMBpqEVJjSyif1dxLZ8KQHc2R03rdVkKWwbZA3P2WrAiD9qM44faK19ShoGi-a7bleCShPmkjMzPkv6VfOA,eyJhbGciOiJIUzUxMiJ9.eyJqdGkiOiIxMDQwNzE0MSIsIm5iZiI6MTc0ODg2MzI3MywiZXhwIjoxNzQ4ODYzNTczfQ.Myd-NBAlVLdPt_uJRyYZKP6thqtGUwbl9UGngD4UNiMcsIHQj3rWQ384VWBygmhUnUsVE9fQ-KJsz3et5zLtOg
